content,score,clean_text,sentiment,sentiment_label
"Tolong developer perhatiin lah aspirasi player,tolong jangan event mulu yang di update,ini update muluk tapi systemnya masih sering nge bug apalagi pas loading masih aja sering eror,kalau kek gini terus gak heran banyak player cabut.",4,"tolong developer perhatiin aspirasi player,tolong event mulu update,ini update muluk systemnya nge bug pas loading aja eror,kalau kek gini heran player cabut.",0.0,netral
"Game nya bagus,grafik bagus,dan size game nya juga ga berat,ceritanya juga sesuai, ada satu keluhan nya dibagian bug kadang di tap dibagian analog suka ga kegeser terus dibagian menu juga kadang di tap ga respon dan bug dibagian loading tiba2 padahal sinyalnya bagus banget cuman itu keluhan saya di perbaiki lagi masalah bug",5,"game bagus,grafik bagus,dan size game berat,ceritanya sesuai, keluhan dibagian bug kadang tap dibagian analog suka kegeser dibagian menu kadang tap respon bug dibagian loading tiba2 sinyalnya bagus banget cuman keluhan perbaiki bug",0.0,netral
"Tolong dong ini bugnya loadingnya bikin emosi sudah relol beberapa kali tetap aja bgt , biasa cuma suaranya ke dengar tapi Masi di tempat loading , kalo jaringan kayanya tidak mungkin karena kalo game lain , lancar jaya aja , Jadi tolong di bantu 🙏",4,"tolong bugnya loadingnya emosi relol kali aja bgt , suaranya dengar masi loading , jaringan kayanya game , lancar jaya aja , tolong bantu 🙏",0.0,netral
"Maaf untuk bintang 1nya, soalnya saya tiap baru masuk atau beberapa menit saat lagi quest tiba-tiba black screen, atau freeze. Jadi saya harus relog lagi dan kadang bisa kadang juga tetap freeze. Mohon untuk developer diperbaiki lagi gamenya terimakasih",1,"maaf bintang 1nya, masuk menit quest black screen, freeze. relog kadang kadang freeze. mohon developer diperbaiki gamenya terimakasih",0.1027,positif
"Dari segi game bagus, hanya masih banyak bugnya yang bikin orang main tidak nyaman & harus nunggu, entah loading screennya yang terlalu lama pas sudah masuk ruang utama / mode gate/dungeon bisa 1-2 menit (untuk ganti"" menu lain bisa setengah menit); stuck di loading & biasa di akhir bermain sehingga harus di restart gamenya; touch kadang hilang waktu battle; in-game hunter bisa hilang 1 bahkan semua & kadang tombol dash tidak bisa digunakan, dan masih banyak lagi. Tolong diperbaiki lagi bugnya.",3,"segi game bagus, bugnya orang main nyaman & nunggu, loading screennya pas masuk ruang utama / mode gate/dungeon 1-2 menit (untuk ganti"" menu menit); stuck loading & bermain restart gamenya; touch kadang hilang battle; in-game hunter hilang 1 & kadang tombol dash digunakan, lagi. tolong diperbaiki bugnya.",-0.5574,negatif
"Semuanya bagus, tinggal event terbaru nya kadang kadang stuck di screen loading, jadi saat pas selesai loading screen nya jadi gelap (seharusnya saat screen nya gelap langsung muncul di in game nya, tapi ditunggu yah ga muncul muncul) tolong perbaiki Netmarble, tolong banget karena ganggu juga saat ingin log in lagi kadang ga mau masuk, sama karena stuck di loading screen nya juga",3,"bagus, tinggal event terbaru kadang kadang stuck screen loading, pas selesai loading screen gelap (seharusnya screen gelap langsung muncul in game nya, ditunggu yah muncul muncul) tolong perbaiki netmarble, tolong banget ganggu log in kadang masuk, stuck loading screen",-0.4588,negatif
"Bug loading screen dari awal tutorial, sudah berkali kali saya keluar masuk game tapi tetap saja setiap login kembali bug loading muncul kembali. Padahal saya ingin mencoba game ini untuk pertama kalinya, tapi ternyata bug loading ini sudah muncul dari awal tutorial. Terpaksa Saya uninstall",1,"bug loading screen tutorial, berkali kali masuk game login bug loading muncul kembali. mencoba game kalinya, bug loading muncul tutorial. terpaksa uninstall",0.0,netral
"Tolong untuk segera diperbaiki masalah bug, saya sebagai pemain merasa kesal karena beberapa bug yang sering muncul, antara lain stuck loading screen, bug jaringan dimana setelah mengalahkan boss story tidak dapat melakukan tap untuk finishing ultimate dan loading lobby, yang setiap membuka fitur menu selalu mengalami load.. bisa di bayangkan harus mengulang stage setelah mengalahkan boss yang dibilang sulit karena ada bug tersebut... Tapi untuk yang lainnya dari segi game bisa dibilang oke.",2,"tolong diperbaiki bug, pemain kesal bug muncul, stuck loading screen, bug jaringan dimana mengalahkan boss story tap finishing ultimate loading lobby, membuka fitur menu mengalami load.. bayangkan mengulang stage mengalahkan boss dibilang sulit bug tersebut... segi game dibilang oke.",-0.2263,negatif
"game nya sudah bagus, cuman satu aja. saya minta saran ke developer bener masalah grafik nya. kaya masih ter lihat berat di gunakan di ponsel HP, kalau di PC memang lancar grafik nya. beda di ponsel, kalau di ponsel hanya merek tertentu aja lancar nya terimakasih.",4,"game bagus, cuman aja. saran developer bener grafik nya. kaya ter lihat berat ponsel hp, pc lancar grafik nya. beda ponsel, ponsel merek aja lancar terimakasih.",0.0,netral
"Saya suka dengan gamenya sama seperti animasi animenya, manhwanya dan novelnya juga.. tapi sayang dalam gamenya terlalu banyak error' dan bug pula, sulitnya pemain meningkatkan party power dan Hero power yg mengakibatkan sulitnya menyelesaikan 1 stage, dan loading serta buffer yg terlalu lama dan sering muncul.. saya rasa harus diperbaiki terlebih dahulu sebelum mengedepankan grafik dan grafisnya, jika sistem dalam game jelek, akan berpengaruh kepada setiap aspek dalam game... Not fun game ""but""",2,"suka gamenya animasi animenya, manhwanya novelnya juga.. sayang gamenya error' bug pula, sulitnya pemain meningkatkan party power hero power mengakibatkan sulitnya menyelesaikan 1 stage, loading buffer muncul.. diperbaiki mengedepankan grafik grafisnya, sistem game jelek, berpengaruh aspek game... not fun game ""but""",0.2259,positif
"Sebenarnya bagus dari sisi grafik. Tapiasih sering bug terjadi kadang saat loading macet, kadang setelah menyelesaikan 1 misi gak bisa dipencet, mau keluar loby gabisa, dsb. Mohon segera diperbaiki supaya kenyamanan dalam gameplay para pemain lebih enak dan seru.. terimakasih.",2,"bagus sisi grafik. tapiasih bug kadang loading macet, kadang menyelesaikan 1 misi dipencet, loby gabisa, dsb. mohon diperbaiki kenyamanan gameplay pemain enak seru.. terimakasih.",0.0,netral
"Ini game udah saya mainkan cukup lama dan sudah meraih banyak sekali pengalaman bermain,dan cukup menegangkan di setiap permainan,tp knp saat ini muncul bug yg sll mengganggu kenyamanan player,apakah pihak develop tidak melihat atau berusaha memperbaiki kendalan player,,, Jika memang tidak di perhatikan mending out dr playstore...",1,"game udah mainkan meraih pengalaman bermain,dan menegangkan permainan,tp knp muncul bug sll mengganggu kenyamanan player,apakah develop berusaha memperbaiki kendalan player,,, perhatikan mending out dr playstore...",0.0,netral
"Game bagus dengan segudang BUG yang tidak pernah di perbaiki. Setiap kali update bukannya menjadi lebih baik malah menjadi lebih buruk. Sepertinya pembaharuan dilakukan bukan untuk mengurangi atau bahkan menghilangkan masalah (bug) tetapi malah menambah bug lain lagi, LUAR BIASA..",1,"game bagus segudang bug perbaiki. kali update buruk. pembaharuan mengurangi menghilangkan (bug) menambah bug lagi, biasa..",0.0,netral
"Download datanya gj asli kadang dari ulang sampe 3x, Tapi ya masih ok lah gamenya Tetap kembangin game nya walaupun sedikit kecewa karena masih bayak bug lainnya mulai dari black screen sampe stack loading setelah bermain",3,"download datanya gj asli kadang ulang sampe 3x, ya ok gamenya kembangin game kecewa bayak bug black screen sampe stack loading bermain",0.6369,positif
"Banyak bug dan eror saat ingin masuk akun, juga saat masuk ke permainan kadang black screen, stuck loading. Dan mohon grafik nya di perbaiki.. masa berat game 6 gb an grafik normal udah patah patah.. padahal game sebelah rata kanan normal normal aja.. tapi overall ini game nya bagus dari segi karakter dan gameplay, juga saya suka saat menggunakan skill ultimate nya. Saya kasih bintang 4 dulu..",4,"bug eror masuk akun, masuk permainan kadang black screen, stuck loading. mohon grafik perbaiki.. berat game 6 gb an grafik normal udah patah patah.. game sebelah kanan normal normal aja.. overall game bagus segi karakter gameplay, suka skill ultimate nya. kasih bintang 4 dulu..",-0.25,negatif
"Tolong update nya yang akan datang nanti, saya mohon agar masalah seperti stuck saat loading di perbaiki kembali, kadang game terhenti berjalan tanpa beberapa hal yang tidak di ketahui... Semoga bisa menghilangkan masalah masalah yang kebanyakan terjadi dalam game,, , saya sangat mencintai game ini, , dan sangat di sayangkan kalau performa game nya tidak di perbaiki, , Makasih..",5,"tolong update nanti, mohon stuck loading perbaiki kembali, kadang game terhenti berjalan ketahui... semoga menghilangkan kebanyakan game,, , mencintai game ini, , sayangkan performa game perbaiki, , makasih..",-0.25,negatif
"Bintang 1 dulu, masih banyak bug, seperti macet di loading saat masuk gate, terus sinyal bagus, pake wifi, sering muncul loading yang muter itu ditengah layar, gacha nya hard banget, terus sering kalah rate off, sialan",1,"bintang 1 dulu, bug, macet loading masuk gate, sinyal bagus, pake wifi, muncul loading muter ditengah layar, gacha hard banget, kalah rate off, sialan",-0.1027,negatif
"awal mainin game ini emang terdapat beberapa bug, kaya black screen, loading lama, dll. tapi setelah ga nyerah nyoba beberapa hari login lagi akhirnya bug² kaya gitu udah gaada. sekarang udah bisa nikmatin gamenya, mana keren lagii♡",5,"mainin game emang bug, kaya black screen, loading lama, dll. nyerah nyoba login bug² kaya gitu udah gaada. udah nikmatin gamenya, keren lagii♡",0.0,netral
"untuk gamenya sangat"" seru dan gameplay nya pun juga enak tpi minusnya cuma sering ngebug pada saat loading harus relog"" trus dan akhirnya jadi males maen. tolong kedepannya di perbaiki agar pengguna hp tetep main🙏🏻🙏🏻🙏🏻",3,"gamenya sangat"" seru gameplay enak tpi minusnya ngebug loading relog"" trus males maen. tolong kedepannya perbaiki pengguna hp tetep main🙏🏻🙏🏻🙏🏻",0.0,netral
"Tolong diperbaiki bug loading dan perbaiki bug black screen, padahal game nya bagus udh keren gameplay ny, tapi bug nya kaga pernah di perbaiki dari awal rilis, Tolong para dev untuk memperbaiki bug tersebut demi kenyamanan para pemain lainnya",1,"tolong diperbaiki bug loading perbaiki bug black screen, game bagus udh keren gameplay ny, bug kaga perbaiki rilis, tolong dev memperbaiki bug kenyamanan pemain",0.0,netral
"Terlalu banyak bug dan erornya sampai hampir bosan miannya, padahal seharusnya cerita, grafik dan gamenya bagus. Kelemahannya cuma sering bug dan eror. Juga teman"" yang suka sama game ini tolong kasi bintang maksimal 3. Harapannya ada perbaikan lagi kedepannya.",2,"bug erornya bosan miannya, cerita, grafik gamenya bagus. kelemahannya bug eror. teman"" suka game tolong kasi bintang maksimal 3. harapannya perbaikan kedepannya.",0.0,netral
Saya sudah main game ini sampe level 69...sejauh ini sih seru ngikutin misi2 nya setiap hari...tapi yg bikin kesel..kadang2 muncul loading pas lgi battle..jdi ga bsa di pencet skil2 nya....tlong di perbaiki lagi bug2 yang sejenis ini.,3,main game sampe level 69...sejauh sih seru ngikutin misi2 hari...tapi kesel..kadang2 muncul loading pas lgi battle..jdi bsa pencet skil2 nya....tlong perbaiki bug2 sejenis ini.,0.0,netral
"dari segi game bagus, grafik lumayan memanjakan mata, dari segi gameplay lumayan asik gak terlalu kaku, cuman akhir akhir ini ada bug di settingan controller gak bisa di ubah dan bahasa nya jadi bhs korea, meskipun udh ganti bahasa tetap saja jadi bhs korea, hal ini membuat main kurang nyaman dikarenakan analog nya gak bisa di setting seperti sebelumnya. mohon segera di fixs agar main jadi lebih nyaman dan enak, terimakasih",3,"segi game bagus, grafik lumayan memanjakan mata, segi gameplay lumayan asik kaku, cuman bug settingan controller ubah bahasa bhs korea, udh ganti bahasa bhs korea, main nyaman analog setting sebelumnya. mohon fixs main nyaman enak, terimakasih",0.0,netral
"Gamenya sudah bagus tp yang sangat disayangkan masih banyak bugnya dari stuck loading, jual artefak gak bisa, dll. Dari awal rilis loh sampe saat ini masih seperti itu hadeh apaan dah bikin emosi dan bosan",1,"gamenya bagus tp disayangkan bugnya stuck loading, jual artefak bisa, dll. rilis loh sampe hadeh dah emosi bosan",-0.25,negatif
"Masih terdapat banyak bug. 1. Ketika loading screen sering macet bhkan sampe 1 jam, sehingga harus relogin dari awal,(padahal hp gw bisa tahan main ghensin lo🗿 ) 2. Ketika melakukan tim up dengan hunter, hunter yg dipilih sebanyak tiga namun yg datang ke battle field hanya dua 3. Yigriite juga kadang gk ikut ke battle padahal dah ke pasang di lobby.",4,"bug. 1. loading screen macet bhkan sampe 1 jam, relogin awal,(padahal hp tahan main ghensin lo🗿 ) 2. tim up hunter, hunter dipilih battle field 3. yigriite kadang battle dah pasang lobby.",-0.6249,negatif
padahal abis update malah eror loading dan koneksi tidak stabil padahal udah pake data udah ganti ke wifi gak bisa masuk sama sekali jaringannya aman semua padahal.,1,abis update eror loading koneksi stabil udah pake data udah ganti wifi masuk jaringannya aman padahal.,0.0,netral
"Tadinya mau download lagi ini game tapi gimana ya Padahal akunnya bagus dan sering hoky Tapi entah kenapa udah kesekian kalinya aku download tapi tetep masih banyak bug nya tolonglah ini game aslinya bagus kalau normal, Aslinya suka tapi malas mau menyelesaikan misi aja loadingnya harus keluar dulu baru masuk lagi Padahal handphone mending lah ram 8/128 Tapi kenapa harus begini tolong perbaiki biar para pemainnya semangat menyelesaikan misinya",2,"download game gimana ya akunnya bagus hoky udah kesekian kalinya download tetep bug tolonglah game aslinya bagus normal, aslinya suka malas menyelesaikan misi aja loadingnya masuk handphone mending ram 8/128 tolong perbaiki pemainnya semangat menyelesaikan misinya",0.0,netral
"terlalu banyak tuntutan, entah jaringan ataupun spek device. Game moba yg sizenya hampir 7gb aja ga sampe begini tuntutannya, dan 1 hal lagi yaitu ini kan rpg bisa di pause otomatis memberikan suasana yang santai. Tapi dengan tuntutan diatas malah bikin orang emosi, dikit2 buffering, stuck loading screen (masuk/selesai event). Tambahan, bisa tolong sistem rate of nya di minimalisir lagi karena itu menyebalkan waktu udah rate up 64+ justru dapet yang diluar keinginan. Keren kah?",2,"tuntutan, jaringan spek device. game moba sizenya 7gb aja sampe tuntutannya, 1 rpg pause otomatis suasana santai. tuntutan diatas orang emosi, dikit2 buffering, stuck loading screen (masuk/selesai event). tambahan, tolong sistem rate of minimalisir menyebalkan udah rate up 64+ dapet diluar keinginan. keren kah?",-0.25,negatif
"Ada beberapa bug yg harus dibenarkan, saya memakluminya karena ini game baru. Bugnya antara lain: loading yg stack, layar yg tiba² hitam (tidak pernah muncul lagi setelah saya menyesuaikan grafik), tidak adanya monster dalam battle yang mengharuskan login ulang, wujud karakter yang hilang saat di menu hunter. Mungkin hanya itu bug yg saya temui ketika bermain game ini. Overall gamenya bagus dan saya menantikan developer game melakukan pengembangan untuk game ini kedepannya.",3,"bug dibenarkan, memakluminya game baru. bugnya lain: loading stack, layar tiba² hitam (tidak muncul menyesuaikan grafik), monster battle mengharuskan login ulang, wujud karakter hilang menu hunter. bug temui bermain game ini. overall gamenya bagus developer game pengembangan game kedepannya.",-0.3818,negatif
"Semua game ny bagus tapi kekurangannya setiap update bug selalu gk di urus dari bug stuck loading screen,karakter tiba tiba ilang,tiba tiba keluar map. Tolong lah di benerin biar nyaman saat bermainnya. Satu lagi gold di game ini rada kurang, banyakin gold nya klo abis salvage dll.",4,"game bagus kekurangannya update bug urus bug stuck loading screen,karakter ilang,tiba map. tolong benerin nyaman bermainnya. gold game rada kurang, banyakin gold abis salvage dll.",-0.25,negatif
"Game play nya sih udah bagus. . Segi grafik juga udah OK. Tapi ada beberapa kendala yang saya rasakan saat maen ini game. Sering terjadinya loading pas setiap kali kita keluar / balik lagi ke home utama, mana lumayan juga loading nya paling kisaran 3 - 5 detik. Terus kurangnya farming bahan dan gold buat chance senjata dan artefak. Mungkin kalau level masih di bawah 35 - 40 msh ok lah, Tapi pas udah masuk ke lvl 50, kebanyakan player laen kendalanya juga sama, kurang nya gold dan bhn enchance.",3,"game play sih udah bagus. . segi grafik udah ok. kendala rasakan maen game. loading pas kali / home utama, lumayan loading kisaran 3 - 5 detik. kurangnya farming bahan gold chance senjata artefak. level 35 - 40 msh ok lah, pas udah masuk lvl 50, kebanyakan player laen kendalanya sama, gold bhn enchance.",0.7783,positif
Gua kira gua doank yg sering kena bug loading karna mikir spek hp nya kurang untuk main game ini.. Ternyata pas dicek di playstore rata2 komplain masalah bug di screen loading. Tolong developer diperbaiki lagi bug loading nya.. Karna hp saya ram 8 GB main genshin aja masih aman dan mulus.,3,gua gua doank kena bug loading karna mikir spek hp main game ini.. pas dicek playstore rata2 komplain bug screen loading. tolong developer diperbaiki bug loading nya.. karna hp ram 8 gb main genshin aja aman mulus.,0.0,netral
"Tolong banget buat Tim DEVELOPER SOLO LEVELING ARISE, buat memperbaiki bug yang sering terjadi (Khususnya di handphone) karena Bug loading stuck screen sungguh sangat meresahkan dan sangat mengganggu Mood dalam bermain, memang banyak yang mengakui bahwa game ini sungguh sangat luar biasa bhebat nya, dan mungkin karena masih akses awal di android OS ataupun di IOs, game ini menjadi belum optimal, maka dari itu pihak developer untuk memperbaiki masalah stuck loading screen.... Terimakasih banyak.",2,"tolong banget tim developer solo leveling arise, memperbaiki bug (khususnya handphone) bug loading stuck screen sungguh meresahkan mengganggu mood bermain, mengakui game sungguh bhebat nya, akses android os ios, game optimal, developer memperbaiki stuck loading screen.... terimakasih banyak.",-0.128,negatif
"Katanya udah bisa pake gamepad, apaan?? Aku sudah sambungkan gamepad ku, malah tidak terdeteksi 🤦🏻‍♂️. Bahkan menggunakan controller stik juga tidak bisa. Sekalian buat fitur reset level. Agar hunter bisa direset levelnya dan dipindahkan ke hunter lian.",4,"udah pake gamepad, apaan?? sambungkan gamepad ku, terdeteksi 🤦🏻‍♂️. controller stik bisa. fitur reset level. hunter direset levelnya dipindahkan hunter lian.",0.0,netral
"Setelah update terbaru gk ada perubahan sama sekali bug loading screen, tombol gk bisa ditekan/gerakin, musuh masih suka ngilang, dan entah mengapa semenjak update terbaru ini game lebih berat ke fitur dari pada in game nya, setiap x buka halaman Hunter atau halaman apapun itu berat banget sedangkan waktu in game lancar gk se lag dilobby/halaman utama. Untuk admin nya mungkin jangan tambahin karakter atau senjata baru dulu kenyamanan pemain juga diperhatiin 🙏",2,"update terbaru perubahan bug loading screen, tombol ditekan/gerakin, musuh suka ngilang, semenjak update terbaru game berat fitur in game nya, x buka halaman hunter halaman apapun berat banget in game lancar lag dilobby/halaman utama. admin tambahin karakter senjata kenyamanan pemain diperhatiin 🙏",-0.34,negatif
"Untuk grafis segi cerita dan lainnya udah oke, yg jadi kekurangan hanya di loading home buat ngeselin sih menurut ku, dan juga level dari si karakter lumayan lama buat naikin di tambah lagi damage dari stage² sangat besar jauh perbedaan untuk di normal stage padahal sudah pakai senjata SSR pun damage total blm smpe rekomendasi, tolong perbaiki bug yg ada, Terimakasih.",4,"grafis segi cerita udah oke, kekurangan loading home ngeselin sih ku, level si karakter lumayan naikin damage stage² perbedaan normal stage pakai senjata ssr damage total blm smpe rekomendasi, tolong perbaiki bug ada, terimakasih.",-0.7506,negatif
"Sangat disayangkan. Game ini terasa seperti game live cloud, kebanyakan loading, masih suka stuck tidak bisa ditekan tombol dan yg lainnya. Kadang sudah loading lama dan sound sudah masuk mode pertempuran tapi layar masih hitam dan lagi2 memaksa untuk restar ulang. Yang tadinya merasa ini game bagus dari segi cerita dan grafik karna mirip animenya atau komiknya. Tp semua itu harus dipatahkan oleh bug yang terjadi dimana2.",3,"disayangkan. game game live cloud, kebanyakan loading, suka stuck ditekan tombol lainnya. kadang loading sound masuk mode pertempuran layar hitam lagi2 memaksa restar ulang. game bagus segi cerita grafik karna animenya komiknya. tp dipatahkan bug dimana2.",-0.25,negatif
"Terlalu banyak bug in game. loading stuck, basic attack manual mode sering tidak bisa di tap. Tolong lah fokus dulu ke bug in gamenya, jangan cuman ngadain event2 yang itu pun selalu mononton itu2 saja.",2,"bug in game. loading stuck, basic attack manual mode tap. tolong fokus bug in gamenya, cuman ngadain event2 mononton itu2 saja.",-0.6249,negatif
"Dari segi grafik, sangat bagus, dari story sama seperti di anime, tetapi yang membuat kurang nyaman adalah pada loading screen/proses loading yang lama, dan dimana² (sebagai contoh, dari halaman ""menu"" dan kembali ke lobby, pasti akan ada loading sekitar 3-5 detik) itu yang mengganggu, mungkin kedepannya bila bisa mempersingkat loading atau bahkan menghilangkan ""loading"", bisa menjadikan player lebih nyaman dan betah bermain Solo Leveling : Arise",3,"segi grafik, bagus, story anime, nyaman loading screen/proses loading lama, dimana² (sebagai contoh, halaman ""menu"" lobby, loading 3-5 detik) mengganggu, kedepannya mempersingkat loading menghilangkan ""loading"", menjadikan player nyaman betah bermain solo leveling : arise",0.0258,positif
"Game nya bagus sih.. Tapi tolong diringankan lagi dari segi grafiknya, padahal saya main game yang berat lancar² aja tapi kenapa saat saya main game inih agak patah² padahal settingan grafik rata kiri 60 fps tolong dong diringankan lagi grafik nya",4,"game bagus sih.. tolong diringankan segi grafiknya, main game berat lancar² aja main game inih patah² settingan grafik kiri 60 fps tolong diringankan grafik",0.0,netral
"Overall bagus dari sisi story, grapic, dan karakter game nya sama seperti manwha asli nya. Tapi tolong bug nya diperbaiki saja setiap login dan setelah penyelesaian boss, dungeon, story, dan lain-lain kadang ada saja muncul bug nya.",5,"overall bagus sisi story, grapic, karakter game manwha asli nya. tolong bug diperbaiki login penyelesaian boss, dungeon, story, lain-lain kadang muncul bug nya.",0.0,netral
"Udh mantap dari segi grafik dan pertarungan tetapi masih lumayan banyak bugnya, mohon lebih diperhatikan lagi developer,. Ya ampun udh relog seribu kali tetap saja gak bisa main nih game entah apa masalahnya, tolong yg punya link atau solusi tepat kirim ke aku...",5,"udh mantap segi grafik pertarungan lumayan bugnya, mohon diperhatikan developer,. ya ampun udh relog seribu kali main nih game masalahnya, tolong link solusi kirim aku...",0.0,netral
Dari segi game play dan story udh bagus banget tapi ada bug yg bikin saya kesel jadi males nya yaitu 1. Bug loading screen jdi kita tiap mau masuk in game selalu nge stuck di loading screen jdi harus relog hp lgi 2.Bug damage tidak masuk padahal semua skill saya sudah mengenai target dan malah di tidak ada damage sama sekali ke target otomatis buang buang waktu dan ngulang skill lgi 3. Bug baru hari ini ya itu bug kamera jadi mau nyerang boss malah yang kena target ya itu kroco kroco nya!!!!!!!!,2,segi game play story udh bagus banget bug kesel males 1. bug loading screen jdi masuk in game nge stuck loading screen jdi relog hp lgi 2.bug damage masuk skill target damage target otomatis buang buang ngulang skill lgi 3. bug ya bug kamera nyerang boss kena target ya kroco kroco nya!!!!!!!!,-0.8002,negatif
